item_id,description,item_class,retail_1,last_unit_cost,category
HDVA44,FREEDOM 4 in 4 x 4 x 48 OPEN,Non-stock item,1045.45,575.0,other
HDVA45,FREEDOM 4 in 4 x 4 x 60 OPEN,Non-stock item,1181.82,650.0,other
HDVA54,FREEDOM 5 in 5 x 5 x 48 OPEN,Non-stock item,1045.45,575.0,other
HDVA55,FREEDOM 5 in 5 x 5 x 60 OPEN,Non-stock item,1181.82,650.0,other
HELPER,,Non-stock item,0.0,0.0,other
HI4H,4X4 hvy duty weldable hinge,Non-stock item,28.0,14.0,gate
HI6H,6X6 hvy duty weldable hinge,Non-stock item,36.86,18.43,gate
HIARCH,HIGHLANDER ARCH,Non-stock item,703.64,387.0,other
HIFLAT,HIGHLANDER FLAT,Non-stock item,407.27,224.0,other
HIL4R,4 x 6 Hialeah resi alum 5/8 2i,Non-stock item,0.0,0.0,aluminum
HIL5R,5X6 Hialeah resi alum 5/8 2in,Non-stock item,0.0,0.0,aluminum
HIL6R,6X6 Hialeah resi alum 5/8 2in,Non-stock item,0.0,0.0,aluminum
HK,8 in ROLL GATE KIT COMMERCIAL,Non-stock item,135.97,78.86,gate
HOL4,HOLLINGSWORTH 4 x 8 sec white,Non-stock item,158.71,89.22,other
HOL4A,HOLLINGSWORTH 4 x 8 sec almond,Non-stock item,173.16,97.89,other
HOL4AD,HOLLINGSWORTH 4 x 8 sec adobe,Non-stock item,176.13,99.68,other
HOL4G,HOLLINGSWORTH 4 x 8 sec gray c,Non-stock item,173.16,97.89,other
HOL5,HOLLINGSWORTH 5 x 8 sec white,Non-stock item,186.12,105.67,other
HOL5A,HOLLINGSWORTH 5 x 8 sec almond,Non-stock item,203.32,115.99,other
HOL5AD,HOLLINGSWORTH 5 x 8 sec adobe,Non-stock item,211.91,121.15,other
HOL5G,HOLLINGSWORTH 5 x 8 sec Gray c,Non-stock item,203.32,115.99,other
HOL6,HOLLINGSWORTH 6 x 8 sec white,Non-stock item,186.12,105.67,other
HOL6A,HOLLINGSWORTH 6 x 8 sec almond,Non-stock item,203.32,115.99,other
HOL6AD,HOLLINGSWORTH 6 x 8 sec adobe,Non-stock item,211.91,121.15,other
HOL6G,HOLLINGSWORTH 6 x 8 sec gray c,Non-stock item,203.32,115.99,other
HOL6M,HOLLINGSWORTH 6 x 8 mini latti,Non-stock item,209.08,119.45,other
HOL6X,HOLLINGSWORTH 6 x 8 sec white,Non-stock item,158.13,91.88,other
HOL7X,HOLLINGSWORTH 7 x 8 sec white,Non-stock item,172.52,100.51,other
HOL8X,HOLLINGSWORTH 8 x 8 sec white,Non-stock item,186.17,108.7,other
HOLG43,HOLLINGSWORTH GATE 4 x 3 OPEN,Non-stock item,364.86,107.43,gate
HOLG43A,HOLLINGSWORTH GATE 4 x 3 open,Non-stock item,386.34,118.17,gate
HOLG43AD,HOLLINGSWORTH GATE 4 x 3 open,Non-stock item,397.09,123.54,gate
HOLG43G,HOLLINGSWORTH GATE 4 x 3 open,Non-stock item,386.34,118.17,gate
HOLG44,HOLLINGSWORTH GATE 4 x 4 OPEN,Non-stock item,388.87,119.44,gate
HOLG44A,HOLLINGSWORTH GATE 4 x 4 open,Non-stock item,412.76,131.38,gate
HOLG44AD,HOLLINGSWORTH GATE 4 x 4 open,Non-stock item,424.7,137.35,gate
HOLG44G,HOLLINGSWORTH GATE 4 x 4 open,Non-stock item,412.76,131.38,gate
HOLG45,HOLLINGSWORTH GATE 4 x 5 open,Non-stock item,414.36,132.18,gate
HOLG45A,HOLLINGSWORTH GATE 4 x 5 open,Non-stock item,440.8,145.4,gate
HOLG45G,HOLLINGSWORTH GATE 4 x 5 open,Non-stock item,454.02,152.01,gate
HOLG53,HOLLINGSWORTH GATE 5 x 3 open,Non-stock item,382.5,116.25,gate
HOLG53A,HOLLINGSWORTH GATE 5 x 3 open,Non-stock item,405.75,127.87,gate
HOLG53AD,HOLLINGSWORTH GATE 5 x 3 open,Non-stock item,417.37,133.69,gate
HOLG53G,HOLLINGSWORTH GATE 5 x 3 open,Non-stock item,405.75,127.87,gate
HOLG54,HOLLINGSWORTH GATE 5 x 4 white,Non-stock item,409.47,129.74,gate
HOLG54A,HOLLINGSWORTH GATE 5 x 4 almon,Non-stock item,435.42,142.71,gate
HOLG54AD,HOLLINGSWORTH GATE 5 x 4 Adobe,Non-stock item,448.39,149.2,gate
HOLG54G,HOLLINGSWORTH GATE 5 x 4 Gray,Non-stock item,435.42,142.71,gate
HOLG55,HOLLINGSWORTH GATE 5 x 5 open,Non-stock item,437.92,143.96,gate
HOLG55A,HOLLINGSWORTH GATE 5 x 5 open,Non-stock item,466.71,158.36,gate
HOLG55AD,HOLLINGSWORTH GATE 5 x 5 open,Non-stock item,481.11,165.56,gate
HOLG55G,HOLLINGSWORTH GATE 5 x 5 open,Non-stock item,466.71,158.36,gate
HOLG63,HOLLINGSWORTH GATE 6 x 3 white,Non-stock item,400.14,125.07,gate
HOLG63A,HOLLINGSWORTH GATE 6 x 3 almon,Non-stock item,425.15,137.58,gate
HOLG63AD,HOLLINGSWORTH GATE 6 x 3 Adobe,Non-stock item,437.66,143.83,gate
HOLG63G,HOLLINGSWORTH GATE 6 x 3 Gray,Non-stock item,425.15,137.58,gate
HOLG64,HOLLINGSWORTH GATE 6 x 4 open,Non-stock item,430.07,140.04,gate
HOLG64A,HOLLINGSWORTH GATE 6 x 4 open,Non-stock item,458.08,154.04,gate
HOLG64AD,HOLLINGSWORTH GATE 6 x 4 open,Non-stock item,472.08,161.04,gate
HOLG64G,HOLLINGSWORTH GATE 6 x 4 open,Non-stock item,458.08,154.04,gate
HOLG65,HOLLINGSWORTH GATE 6 x 5 open,Non-stock item,461.48,155.74,gate
HOLG65A,HOLLINGSWORTH GATE 6 x 5 open,Non-stock item,492.63,171.32,gate
HOLG65AD,HOLLINGSWORTH GATE 6 x 5 open,Non-stock item,508.2,179.1,gate
HOLG65G,HOLLINGSWORTH GATE 6 x 5 open,Non-stock item,492.63,171.32,gate
HQH,QUALITY HINGE STANDARD S.S. 2-,Non-stock item,65.71,43.37,gate
HQHH,QUALITY HINGE HEAVY S.S. 2-SID,Non-stock item,79.58,52.52,gate
HQHS,corner stone nylon self closin,Non-stock item,53.21,35.12,other
HQL,TWO WAY UTILITY LATCH S.S. nw3,Non-stock item,35.42,23.38,gate
HR11S,11 ga. STEEL HOG RINGS 750 PCS,Non-stock item,11.22,5.61,other
HR9,9 ga. ALUM HOG RINGS 242 PCS 1,Non-stock item,9.78,4.89,aluminum
HR9S,9 ga. STEEL HOG RINGS 110 PCS,Non-stock item,18.4,9.2,other
HRH3,"42"""" X 3' HAMPTON HANDRAIL 1-1",Non-stock item,98.77,41.26,section_panel
HRH4,"42"""" X 4' HAMPTON HANDRAIL 1-1",Non-stock item,119.4,53.64,section_panel
HRH6,"42"""" X 6' HAMPTON HANDRAIL 1-1",Non-stock item,165.82,81.49,section_panel
HRH8,"42"""" X 8' HAMPTON HANDRAIL 1-1",Non-stock item,212.42,109.45,section_panel
HRHG3,"42"""" X 3' WIDE HAMPTON HAND RA",Non-stock item,226.06,73.03,section_panel
HRHG4,"42"""" X 4' WIDE HAMPTON HAND RA",Non-stock item,249.64,84.82,section_panel
HRHG5,"42"""" X 5'  WIDE HAMPTON HAND R",Non-stock item,273.22,96.61,section_panel
HRHS3,"42"""" X 3' HAMPTON STAIR RAIL 1",Non-stock item,98.77,41.26,section_panel
HRHS4,"42"""" X 4' HAMPTON STAIR RAIL 1",Non-stock item,113.33,50.0,section_panel
HRHS6,"42"""" X 6' HAMPTON STAIR RAIL 1",Non-stock item,160.25,78.15,section_panel
HRHS8,"42"""" X 8' HAMPTON STAIR RAIL 1",Non-stock item,207.17,106.3,section_panel
HRM3,42 x 3' Malibu Handrail straig,Non-stock item,101.13,42.68,other
HRM4,42 x 4' Malibu Handrail straig,Non-stock item,111.47,48.88,other
HRM6,42 x 6' Malibu Handrail straig,Non-stock item,157.22,76.33,other
HRM8,42 x 8' Malibu Handrail straig,Non-stock item,202.97,103.78,other
HRMG3,"42"""" X 3' WIDE MALIBU HAND RAI",Non-stock item,219.6,69.8,other
HRMG4,"42"""" X 4' WIDE MALIBU HAND RAI",Non-stock item,234.96,77.48,other
HRMG5,"42"""" X 5' WIDE MALIBU HAND RAI",Non-stock item,250.32,85.16,other
HRMS3,"42"""" X 3' MALIBU HANDRAIL STAI",Non-stock item,96.12,39.67,other
HRMS4,"42"""" X 4' MALIBU HANDRAIL STAI",Non-stock item,106.45,45.87,other
HRMS6,"42"""" X 6' MALIBU HANDRAIL STAI",Non-stock item,147.18,70.31,other
HRMS8,"42"""" X 8' MALIBU HANDRAIL STAI",Non-stock item,192.93,97.76,other
HRP,HOG RING PLYERS (REG),Non-stock item,14.54,7.27,other
HRS3,"42"""" X 3' COLONIAL SPINDLE HAN",Non-stock item,116.8,52.08,other
HRS4,"42"""" x 4' COLONIAL SPINDLE STR",Non-stock item,127.13,58.28,other
HRS6,"42"""" x 6' COLONIAL SPINDLE STR",Non-stock item,178.8,89.28,other
HRS8,"42"""" x 8' COLONIAL SPINDLE STR",Non-stock item,236.67,124.0,other
HRSG3,"42"""" X 3' WIDE COLONIAL HAND R",Non-stock item,257.36,88.68,other
HRSG4,"42"""" X 4' WIDE COLONIAL HAND R",Non-stock item,293.32,106.66,other
HRSG5,"42"""" X 5' WIDE COLONIAL HAND R",Non-stock item,337.88,128.94,other
HRSS3,"42"""" X3'w COLONIAL SPINDLE STA",Non-stock item,110.6,48.36,other
HRSS4,"42"""" X4'w COLONIAL SPINDLE STA",Non-stock item,127.13,58.28,other
HRSS6,"42"""" X6'w COLONIAL SPINDLE STA",Non-stock item,178.8,89.28,other
HRSS8,"42"""" X8'w COLONIAL SPINDLE STA",Non-stock item,230.47,120.28,other
HS200,2 in HAND STRECHER,Non-stock item,47.58,23.79,other
HS250,2-1/2 in HAND STRECHER,Non-stock item,47.58,23.79,other
HTB10,3/4 x 3/16 x 120 TENSION BARS,Non-stock item,17.0,8.5,other
HTB12,3/4 x 3/16 x 144 TENSION BARS,Non-stock item,19.5,9.75,other
HTB8,3/4 x 3/16 x 96 TENSION BARS G,Non-stock item,12.26,6.13,other
HUNT3,3 HUNTINGTON CUSTOM WOOD,Non-stock item,110.26,77.18,section_panel
HUNT35,42 in HUNTINGTON CUSTOM WOOD,Non-stock item,120.0,84.0,section_panel
HUNT4,4 HUNTINGTON CUSTOM WOOD,Non-stock item,124.6,87.22,section_panel
HVGP6,HD VINYL DRIVE POST 6'  (1-3/4,Non-stock item,11.0,5.5,post
HVGP8,HD VINYL DRIVE POST 8'  (1-3/4,Non-stock item,21.6,10.8,post
HWS3,SPRING LOADED WHEEL 3 in,Non-stock item,86.67,52.0,other
HWS6,SPRING LOADED WHEEL 6 in,Non-stock item,91.68,55.01,other
IB20,5 in I BEAM 20' LONG,Non-stock item,397.8,218.79,other
IB40,6 in I BEAM 40' LONG,Non-stock item,932.33,512.78,other
IBEAM40,"40' I BEAM 5"""" X 10 LBS PER FT",Non-stock item,700.0,420.0,other
IBEAM5,"4 x 6 x 5 I"""" BEAM POST""""",Non-stock item,147.12,75.03,post
IBS10,IBEAM SPLICE PLATE,Non-stock item,44.82,24.65,other
ICARO,BFT Icaro fast slide gate oper,Non-stock item,1448.15,941.3,gate
IF2158,ECONOMY FORK ONLY 1-5/8 in,Non-stock item,12.44,6.22,other
IFL,INDUSTRIAL FORK LATCH COMP.,Non-stock item,71.58,28.29,gate
IG158,1-5/8 COMMERICIAL GUIDES,Non-stock item,9.32,3.98,other
IG200,2 IN COMMERCIAL GUIDES,Non-stock item,9.32,3.98,other
ILD,INDUSTRIAL LOCKING DEVICE,Non-stock item,51.24,25.62,other
INN4R,4 x 6 innsbruck resi alum 5/8,Non-stock item,0.0,0.0,aluminum
INN5R,5X6 Innsbruck resi alum 5/8 2i,Non-stock item,0.0,0.0,aluminum
INN6R,6X6 Innsbruck resi alum 5/8 2i,Non-stock item,0.0,0.0,aluminum
ISWEP175,1 3/4 x 3 1/2 x 6' INV. SWEEP,Non-stock item,0.0,0.0,other
ISWEP175R,1 3/4 x 3 1/2 x 6' INV. SWEEP,Non-stock item,0.0,0.0,other
IVISION,Wireless Video Intercom System,Non-stock item,338.09,223.14,chain_link
JBOLT5,5 IN J bolt with barrel - per,Non-stock item,30.36,15.18,other
JBOLT7,7 IN J BOLT With barrel- per p,Non-stock item,48.0,24.0,other
JER4,4 JERICHO CUSTOM WOOD,Non-stock item,214.29,150.0,section_panel
JER5,5 JERICHO CUSTOM WOOD,Non-stock item,250.0,175.0,section_panel
JER6,6 JERICHO CUSTOM WOOD,Non-stock item,282.8,197.96,section_panel
JER8,8 JERICHO CUSTOM WOOD,Non-stock item,321.43,225.0,section_panel
JERP6,JERICHO PROD. 6 x 8,Non-stock item,0.0,0.0,other
KC138,KENNEL CLAMP 1-3/8 2 pk,Non-stock item,11.8,5.9,other
KEN48,KENSINGTON 4 x 8 SECTION,Non-stock item,211.2,96.72,section_panel
KEN58,KENSINGTON 5 x 8 SECTION,Non-stock item,237.37,112.42,section_panel
KEN68,KENSINGTON 6 x 8 SECTION,Non-stock item,263.53,128.12,section_panel
KENG43,KENSINGTON GATE 4 x 3 OPEN,Non-stock item,299.8,87.4,gate
KENG44,KENSINGTON GATE 4 x 4 OPEN,Non-stock item,321.12,98.06,gate
KENG45,KENSINGTON GATE 4 x 5 OPEN,Non-stock item,338.76,106.88,gate
KENG53,KENSINGTON GATE 5 x 3 OPEN,Non-stock item,324.32,99.66,gate
KENG54,KENSINGTON GATE 5 x 4 OPEN,Non-stock item,349.32,112.16,gate
KENG55,KENSINGTON GATE 5 x 5 OPEN,Non-stock item,370.64,122.82,gate
KENG63,KENSINGTON GATE 6 x 3 OPEN,Non-stock item,348.84,111.92,gate
KENG64,KENSINGTON GATE 6 x 4 OPEN,Non-stock item,377.52,126.26,gate
KENG65,KENSINGTON GATE 6 x 5 OPEN,Non-stock item,402.52,138.76,gate
KEY,Keystone x ext mount nylon klx,Non-stock item,53.21,35.12,other
KEYADV,Keystone gate latch metal klad,Non-stock item,82.76,54.62,gate
KINGS3,KINGS PARK 3 x 8 SECTION,Non-stock item,195.63,72.38,section_panel
KINGS4,KINGS PARK 4 x 8 SECTION,Non-stock item,230.35,93.21,section_panel
KINGS5,KINGS PARK 5 x 8 SECTION,Non-stock item,265.07,114.04,section_panel
KINGSG33,KINGS PARK GATE 3 x 3 OPEN,Non-stock item,0.0,0.0,gate
KINGSG34,KINGS PARK GATE 3 x 4 OPEN,Non-stock item,0.0,0.0,gate
KINGSG35,KINGS PARK GATE 3 x 5 OPEN,Non-stock item,0.0,0.0,gate
KINGSG43,KINGS PARK GATE 4 x 3 OPEN,Non-stock item,0.0,0.0,gate
KINGSG44,KINGS PARK GATE 4 x 4 OPEN,Non-stock item,0.0,0.0,gate
KINGSG45,KINGS PARK GATE 4 x 5 OPEN,Non-stock item,0.0,0.0,gate
KINGSG53,KINGS PARK GATE 5 x 3 OPEN,Non-stock item,0.0,0.0,gate
KINGSG54,KINGS PARK GATE 5 x 4 OPEN,Non-stock item,0.0,0.0,gate
KINGSG55,KINGS PARK GATE 5 x 5 OPEN,Non-stock item,0.0,0.0,gate
KIRPOLAPHOT,Polarized Reflective Photo Bea,Non-stock item,81.51,52.98,other
KIRREFLPHOTO,IR Reflective Photo Beam w/hoo,Non-stock item,90.0,58.5,other
KLDB18,"18"""" Key Link Drop Bar",Non-stock item,0.0,0.0,other
KLDB24,"24"""" Key Link Drop Bar",Non-stock item,0.0,0.0,other
KLH,Key Link Self-Closing Hinge Se,Non-stock item,0.0,0.0,gate
KLLL,Key Link Lockable Latch,Non-stock item,0.0,0.0,gate
KLPBL,Key Link Push Button Lockable,Non-stock item,0.0,0.0,other
KSLAM,KANT SLAM AGTE CLOSER,Non-stock item,85.12,51.07,other
KUSTOS,kustos bt dual arm kit no batt,Non-stock item,2615.38,1700.0,other
KUSTOSBAT,Kustos bt dual arm kit with ba,Non-stock item,1876.77,1219.9,other
KW962,STANDARD HYDRAULIC DOOR CLOSER,Non-stock item,152.73,84.0,other
LA325,3 1/4 x 3 1/4 ARCH FOR ARBOR,Non-stock item,0.0,0.0,other
LA400,4 in LOCK ASSEMBLY,Non-stock item,48.76,26.82,other
LA658,6-5/8 in LOCK ASSEMBLY,Non-stock item,68.09,37.45,other
LABOR,APPROX INSTALL LABOR,Non-stock item,0.0,0.0,other
LABOR GATE,,Stock item,0.0,0.0,gate
LACQUER,Lacquer thinner 1 gallon,Non-stock item,40.5,20.25,wood
LAK325,3 1/4 x 3 1/4 ARCH KIT FOR ARB,Non-stock item,0.0,0.0,other
LAKE4,LAKELAND 4 x 8 sec. white colo,Non-stock item,101.57,62.97,other
LAKE44,LAKELAND 4 x 4 sec. white colo,Non-stock item,55.64,34.49,other
LAKE46,LAKELAND 4 x 6 sec. white colo,Non-stock item,81.96,50.81,other
LAKE4A,LAKELAND 4 x 8 sec. almond col,Non-stock item,111.59,69.19,other
LAKE4AD,LAKELAND 4 x 8 sec. adobe colo,Non-stock item,116.6,72.29,other
LAKE4B,4X8 sec cambridge black color,Non-stock item,263.87,145.13,other
LAKE4G,LAKELAND 4 x 8 sec. gray color,Non-stock item,111.59,69.19,other
LAKE4X,LAKELAND 4 x 8 sec. white colo,Non-stock item,86.08,53.37,other
LAKE5,LAKELAND 5 x 8 sec white color,Non-stock item,117.09,72.59,other
LAKE54,LAKELAND 5 x 4 sec white color,Non-stock item,65.44,40.58,other
LAKE56,LAKELAND 5 x 6 sec white color,Non-stock item,96.54,59.86,other
LAKE5A,LAKELAND 5 x 8 sec. almond col,Non-stock item,128.66,79.77,other
LAKE5AD,LAKELAND 5 x 8 sec adobe color,Non-stock item,134.45,83.36,other
LAKE5B,5X8 sec cambridge black color,Non-stock item,298.05,163.93,other
LAKE5G,LAKELAND 5 x 8 sec. Gray color,Non-stock item,128.66,79.77,other
LAKE5X,Lakeland 5 x 8 Section white c,Non-stock item,100.84,62.52,section_panel
LAKE6,LAKELAND 6 x 8 sec. white colo,Non-stock item,134.51,83.4,other
LAKE64,LAKELAND 6X4 sec white color,Stock item,84.45,52.36,other
LAKE66,LAKELAND 6 X 6 Section white c,Non-stock item,104.61,64.86,section_panel
LAKE6A,LAKELAND 6 x 8 sec almond colo,Non-stock item,147.78,91.62,other
LAKE6AD,LAKELAND 6 x 8 sec. adobe colo,Non-stock item,154.41,95.74,other
LAKE6B,6X8 sec cambridge black color,Non-stock item,350.67,192.87,other
LAKE6G,LAKELAND 6 x 8 sec Gray color,Non-stock item,147.78,91.62,other
LAKE6X,Lakeland Blue 6 x 8 Sec White,Non-stock item,118.25,73.31,other
LAKE7,Lakeland 7X8 section white col,Non-stock item,151.65,94.03,section_panel
LAKE7A,LAKELAND 7X8 section almond co,Non-stock item,166.59,103.29,section_panel
LAKE7AD,LAKELAND 7X8 section adobe col,Non-stock item,174.06,107.92,section_panel
LAKE7G,LAKELAND 7X8 section Gray colo,Non-stock item,166.59,103.29,section_panel
LAKE7X,Lakeland 7x8 section white 2 r,Non-stock item,133.65,82.86,section_panel
LAKE8,Lakeland 8x8 sec. white color,Non-stock item,194.22,120.42,other
LAKE8A,LAKELAND 8 x 8 sec. almond col,Non-stock item,213.37,132.29,other
LAKE8AD,LAKELAND 8 x 8 sec. adobe colo,Non-stock item,222.94,138.23,other
LAKE8G,LAKELAND 8 x 8 sec. gray color,Non-stock item,213.37,132.29,other
LAKE8X,Lakeland 8x8 sec white color 3,Non-stock item,164.27,101.85,other
LAKEA4,LAKELAND ARCH 4 x 8 SECTION,Non-stock item,277.24,78.89,section_panel
LAKEA5,LAKELAND ARCH 5 x 8 SECTION,Non-stock item,295.18,90.01,section_panel
LAKEA6,LAKELAND ARCH 6 x 8 SECTION,Non-stock item,310.69,99.63,section_panel
LAKEAG44,LAKE ARCH GATE 4 x 4 OPEN,Non-stock item,447.44,103.72,gate
LAKEAG45,LAKE ARCH GATE 4 x 5 OPEN,Non-stock item,465.5,112.75,gate
LAKEAG54,LAKE ARCH GATE 5 x 4 OPEN,Non-stock item,465.74,112.87,gate
LAKEAG55,LAKE ARCH GATE 5 x 5 OPEN,Non-stock item,487.08,123.54,gate
LAKEAG64,LAKE ARCH GATE 6 x 4 OPEN,Non-stock item,478.9,119.45,gate
LAKEAG65,LAKE ARCH GATE 6 x 5 OPEN,Non-stock item,503.96,131.98,gate
LAKEG43,Lakeland gate white color 4x3,Non-stock item,336.0,100.5,gate
LAKEG43A,Lakeland gate almond color 4x3,Non-stock item,356.1,110.55,gate
LAKEG43AD,Lakeland gate adobe color 4x3,Non-stock item,366.15,115.58,gate
LAKEG43B,LAKELAND GATE 4X3 OPENING BLAC,Non-stock item,408.53,224.69,gate
LAKEG43G,Lakeland gate gray color 4x3 o,Non-stock item,356.1,110.55,gate
LAKEG44,Lakeland gate white color 4x4,Non-stock item,356.08,110.54,gate
LAKEG44A,Lakeland gate almond color 4x4,Non-stock item,378.19,121.59,gate
LAKEG44AD,Lakeland gate adobe color 4x4,Non-stock item,389.24,127.12,gate
LAKEG44B,LAKELAND GATE 4X4 OPENING BLAC,Non-stock item,450.0,247.5,gate
LAKEG44G,Lakeland gate gray color 4x4 o,Non-stock item,378.19,121.59,gate
LAKEG45,Lakeland gate white color 4x5,Non-stock item,376.16,120.58,gate
LAKEG45A,Lakeland gate almond color 4x5,Non-stock item,400.28,132.64,gate
LAKEG45AD,Lakeland gate adobe color 4x5,Non-stock item,412.33,138.67,gate
LAKEG45B,LAKELAND GATE 4X5 OPENING BLAC,Non-stock item,494.55,272.0,gate
LAKEG45G,Lakeland gate gray color 4x5 o,Non-stock item,400.28,132.64,gate
LAKEG53,Lakeland gate white color 5x3,Non-stock item,354.2,109.6,gate
LAKEG53A,Lakeland gate almond color 5x3,Non-stock item,376.12,120.56,gate
LAKEG53AD,Lakeland gate adobe color 5x3,Non-stock item,387.08,126.04,gate
LAKEG53B,LAKELAND GATE 5X3 OPENING BLAC,Non-stock item,440.29,242.16,gate
LAKEG53G,Lakeland gate gray color 5x3 o,Non-stock item,376.12,120.56,gate
LAKEG54,Lakeland gate white color 5x4,Non-stock item,377.24,121.12,gate
LAKEG54A,Lakeland gate almond color 5x4,Non-stock item,401.46,133.23,gate
LAKEG54AD,Lakeland gate adobe color 5x4,Non-stock item,413.58,139.29,gate
LAKEG54B,LAKELAND GATE 5X4 OPENING BLAC,Non-stock item,484.29,266.36,gate
LAKEG54G,Lakeland gate gray color 5x4 o,Non-stock item,401.46,133.23,gate
LAKEG55,Lakeland gate white color 5x5,Non-stock item,400.28,132.64,gate
LAKEG55A,Lakeland gate almond color 5x5,Non-stock item,426.81,145.9,gate
LAKEG55AD,Lakeland gate adobe color 5x5,Non-stock item,440.07,152.54,gate
LAKEG55B,LAKELAND GATE 5X5 OPENING BLAC,Non-stock item,532.75,293.01,gate
LAKEG55G,Lakeland gate gray color 5x5 o,Non-stock item,426.81,145.9,gate
LAKEG63,LAKELAND GATE 6 x 3 OPEN,Non-stock item,343.62,104.31,gate
LAKEG63A,LAKELAND GATE almond 6 x 3 OPE,Non-stock item,364.49,114.74,gate
LAKEG63AD,LAKELAND GATE adobe 6 x 3 OPEN,Non-stock item,398.91,131.95,gate
LAKEG63B,LAKELAND GATE 6X3 OPENING BLAC,Non-stock item,489.15,269.03,gate
LAKEG63G,LAKELAND GATE gray 6 x 3 OPEN,Non-stock item,364.49,114.74,gate
LAKEG64,Lakeland gate white color 6x4,Non-stock item,373.26,119.13,gate
LAKEG64A,Lakeland Gate Almond  color 6,Non-stock item,397.09,131.05,gate
LAKEG64AD,Lakeland gate adobe color 6x4,Non-stock item,409.0,137.0,gate
LAKEG64B,LAKELAND GATE 6X4 OPENING BLAC,Non-stock item,538.07,295.94,gate
LAKEG64G,Lakeland Gate gray color 6x4 o,Non-stock item,397.09,131.05,gate
LAKEG65,Lakeland gate white color 6x5,Non-stock item,388.1,126.55,gate
LAKEG65A,Lakeland gate almond color 6x5,Non-stock item,413.41,139.21,gate
LAKEG65Ad,Lakeland gate adobe color 6x5,Non-stock item,426.07,145.53,gate
LAKEG65B,LAKELAND GATE 6X5 OPENING BLAC,Non-stock item,591.91,325.55,gate
LAKEG65G,Lakeland gate gray color 6x5 o,Non-stock item,413.41,139.21,gate
LAKES4,LAKELAND SCAL 4 x 8 SECTION,Non-stock item,313.06,81.53,section_panel
LAKES5,LAKELAND SCAL 5 x 8 SECTION,Non-stock item,332.3,91.15,section_panel
LAKES6,LAKELAND SCAL 6 x 8 SECTION,Non-stock item,351.54,100.77,section_panel
LAKESG44,LAKE SCAL GATE 4 x 4 OPEN,Non-stock item,447.44,103.72,gate
LAKESG45,LAKE SCAL GATE 4 x 5 OPEN,Non-stock item,465.5,112.75,gate
LAKESG54,LAKE SCAL GATE 5 x 4 OPEN,Non-stock item,465.74,112.87,gate
LAKESG55,LAKE SCAL GATE 5 x 5 OPEN,Non-stock item,487.08,123.54,gate
LAKESG64,LAKE SCAL GATE 6 x 4 OPEN,Non-stock item,478.9,119.45,gate
LAKESG65,LAKE SCAL GATE 6 x 5 OPEN,Non-stock item,503.96,131.98,gate
late fee,,Non-stock item,0.0,0.0,other
LATOP2,2 x 8 HEAVY LATTICE TOP,Non-stock item,0.0,0.0,other
LATTOP,1 x 8 HEAVY LATTICE TOP WOOD,Non-stock item,200.58,100.29,wood
LAU4C,4 x 6 laurel comm alum 1 x 1 4,Non-stock item,261.11,141.0,aluminum
LAU5C,5 x 6 laurel comm alum 1 x 1 4,Non-stock item,305.56,165.0,aluminum
LAU6C,6 x 6 laurel comm alum 1 x 1 4,Non-stock item,370.37,200.0,aluminum
LAU8C,8 x 6 laurel comm alum 1 x 1 4,Non-stock item,300.0,162.0,aluminum
LB,,Non-stock item,0.0,0.0,other
LB138,1-3/8 Lt. brace band w/ bolt,Non-stock item,4.13,0.62,chain_link
LB138138,1-3/8 x 1-3/8 BOULEVARD W/BOLT,Non-stock item,17.6,2.64,other
LB15,LAG BOLT 5/16 x 1-1/2 zinc,Non-stock item,0.5,0.14,other
lb1525,LAGBOLT 1/2 X 2-1/2 GALVANIZED,Non-stock item,1.43,0.4,chain_link
LB158,1-5/8 Lt. brace band w/ bolt,Non-stock item,4.47,0.67,chain_link
LB158138,1-5/8 x 1-3/8 BOULEVARD W/BOLT,Non-stock item,15.27,2.29,other
LB158158,1-5/8 x 1-5/8 BOULEVARD W/BOLT,Non-stock item,15.33,2.3,other
LB2,LAG BOLT 5/16 x 2 zinc,Non-stock item,0.61,0.17,other
LB200,2  Lt. brace band w/ bolt,Non-stock item,6.33,0.95,chain_link
LB2138,2 x 1-3/8 BOULEVARD W/BOLT,Non-stock item,17.47,2.62,other
LB2158,2 x 1-5/8 BOULEVARD W/BOLT,Non-stock item,21.0,3.15,other
LB25,LAG BOLT 5/16 x 2-1/2 zinc,Non-stock item,64.29,18.0,other
LB250,2-1/2 Lt. brace band w/ bolt,Non-stock item,7.2,1.08,chain_link
LB25138,2-1/2 x 1-3/8 BOULEVARD W/BOLT,Non-stock item,23.4,3.51,other
LB25158,2-1/2 x 1-5/8 BOULEVARD W/BOLT,Non-stock item,24.4,3.66,other
LB25158H,"Heavy BLVD  2-1/2x1-5/8""""",Non-stock item,33.67,18.52,other
LB300,3  Lt. brace band w/ bolt,Non-stock item,6.27,0.94,chain_link
LB3158,3 x 1-5/8 BOULEVARD W/BOLT,Non-stock item,23.47,3.52,other
LB35158,3-1/2X1-5/8 BOULEVARD,Non-stock item,25.0,3.75,other
LB35158H,Heavy blvd 3-1/2x1-5/8,Non-stock item,42.0,23.1,other
LB382,LAG BOLT 3/8 x 2 zinc,Non-stock item,0.75,0.21,other
